From	To
D4HLZ5	D4HLZ5_ASCNO
A0A1S1TXU6	A0A1S1TXU6_9RHIZ
A0A2E3C540	A0A2E3C540_9PROT
A0A0Q4RKF9	A0A0Q4RKF9_9BURK
A0A1Y4B745	A0A1Y4B745_9FIRM
S4S8T3	S4S8T3_9BRYO
A0A2G1AP10	A0A2G1AP10_VIBSP
A0A2J6UH27	A0A2J6UH27_9VIBR
A0A1W9J0M8	A0A1W9J0M8_9BACT
I6NM58	I6NM58_9MAGN
A0A0E4BFW4	A0A0E4BFW4_TANFO
A0A2E9BW71	A0A2E9BW71_9BURK
A0A2N4TEX7	OBSOLETE
Q85YC8	Q85YC8_9VIRI
A0A1Y0EYW9	A0A1Y0EYW9_9ROSI
A0A1Y0EYX7	A0A1Y0EYX7_9ROSI
A0A1Y0EYY3	A0A1Y0EYY3_9ROSI
A0A1Y0EYY6	A0A1Y0EYY6_9ROSI
A0A1Y0EYY9	A0A1Y0EYY9_9ROSI
A0A1Y0EYZ6	A0A1Y0EYZ6_9ROSI
A0A1Y0EYZ7	A0A1Y0EYZ7_9ROSI
A0A1Y0EYZ9	A0A1Y0EYZ9_9ROSI
A0A1Y0EZ04	A0A1Y0EZ04_9ROSI
A0A1Y0EZ07	A0A1Y0EZ07_9ROSI
A0A1Y0EZ10	A0A1Y0EZ10_9ROSI
A0A2H9V7U2	A0A2H9V7U2_9BRAD
B1NGN3	B1NGN3_9MONI
A0A075MAW7	A0A075MAW7_9LILI
A0A2N6H696	A0A2N6H696_9BACT
A0A0R2ZNT4	A0A0R2ZNT4_9PSED
A0A0D9AMD8	A0A0D9AMD8_PSEST
F8J8F6	F8J8F6_HYPSM
R4I5G0	R4I5G0_FUNHY
A0A2D2AV30	A0A2D2AV30_9CAUL
B1TCL2	B1TCL2_9BURK
A0A2M8R7C9	A0A2M8R7C9_9BRAD
A0A1C9W9W8	A0A1C9W9W8_9GAMM
A0A2N1RCQ6	A0A2N1RCQ6_9SPIR
A0A0K2SK75	A0A0K2SK75_9FIRM
A0A1W0D5Y8	A0A1W0D5Y8_9NEIS
A0A1Q8GHC0	A0A1Q8GHC0_9BACI
A0A0D0RQ78	A0A0D0RQ78_PSEFL
A0A1H1I660	A0A1H1I660_9RHOB
A0A1R1RT04	A0A1R1RT04_9BACI
K6XGY5	K6XGY5_9MICO
A0A2A5D4M9	A0A2A5D4M9_9GAMM
A0A0J1I6R5	A0A0J1I6R5_9FIRM
A0A2L0R9S8	A0A2L0R9S8_9BACI
A0A061M741	A0A061M741_9BRAD
W7RN28	W7RN28_9BACI
A0A1Y0YF15	A0A1Y0YF15_BACLI
Q65JM5	Q65JM5_BACLD
T5HRD8	T5HRD8_BACLI
D4HM03	D4HM03_CUTMU
D4HM37	D4HM37_9PHAE
I6NPD2	I6NPD2_9MAGN
I2B1C8	I2B1C8_9SOLA
I2B1D5	I2B1D5_9SOLA
A8Y6U9	A8Y6U9_HYONI
A0A221TAI9	A0A221TAI9_PECCA
Q6WEF6	Q6WEF6_PECCC
A0A0H3UAN7	A0A0H3UAN7_9LILI
A0A1F4JBB8	A0A1F4JBB8_9BURK
R7TXD6	R7TXD6_CAPTE
W7YAU4	W7YAU4_9BACT
A0A2A3LNJ3	A0A2A3LNJ3_9GAMM
I6NM55	I6NM55_9MAGN
B4S7A1	B4S7A1_PROA2
A0A149SDJ7	A0A149SDJ7_GLUJA
A0A069ZX42	A0A069ZX42_CHLMR
Q9PLK9	Q9PLK9_CHLMU
I5AZE9	I5AZE9_9DELT
A0A2D6I3L7	A0A2D6I3L7_9MICO
A0A149SIG9	A0A149SIG9_GLUJA
A0A1U9ZAT4	A0A1U9ZAT4_9MONI
A0A1U9ZAT6	A0A1U9ZAT6_9MONI
E1YGU0	E1YGU0_9DELT
A0A0Q8GNE7	A0A0Q8GNE7_9CAUL
A0A0Q7V1Y1	A0A0Q7V1Y1_9CAUL
A0A060NMQ3	A0A060NMQ3_9BURK
A0A0W0NUT1	A0A0W0NUT1_9PSED
D4HM10	D4HM10_9PHAE
A0A1D9GI24	A0A1D9GI24_9ALTE
A0A1H0GS25	A0A1H0GS25_9PSED
L7HIS0	L7HIS0_PSEFL
A0A0K8N3X0	A0A0K8N3X0_9PROT
A7TW03	A7TW03_9MONI
A0A2E9XPQ7	A0A2E9XPQ7_9RICK
A0A0E3SCJ6	A0A0E3SCJ6_9EURY
A0A2E1EDA1	A0A2E1EDA1_9RHIZ
A0A1J5E9P3	A0A1J5E9P3_9BACT
A0A2N6AR10	A0A2N6AR10_9RHIZ
F0S0R7	F0S0R7_DESTD
A0A2G6T1F2	A0A2G6T1F2_9BURK
A0A1F8VYD4	A0A1F8VYD4_9BURK
A0A076MEL3	A0A076MEL3_DICDA
A0A1X9NG89	A0A1X9NG89_9GAMM
A6SXY1	A6SXY1_JANMA
A0A2H5CM05	A0A2H5CM05_9MICO
A0A2H5CM31	A0A2H5CM31_CLAMM
A0A2M8FX93	A0A2M8FX93_9DELT
A0A095AWM3	A0A095AWM3_SCHHA
A0A1G1DD21	A0A1G1DD21_9BACT
A0A2H5ZTM1	A0A2H5ZTM1_9BACT
A0A1U9ZAD9	A0A1U9ZAD9_9MONI
A0A1U9ZAI0	A0A1U9ZAI0_9MONI
A0A285P0X0	A0A285P0X0_9PSED
A0A1U9ZAT7	A0A1U9ZAT7_9MONI
A0A1U9ZAX2	A0A1U9ZAX2_9MONI
A0A1U9ZAX3	A0A1U9ZAX3_9MONI
A0A1U9ZB05	A0A1U9ZB05_9MONI
V5LVK3	V5LVK3_BACPJ
A0A1U9ZAY1	A0A1U9ZAY1_9MONI
R4I609	R4I609_9BRYO
A0A1I7HNE1	A0A1I7HNE1_9PSED
A0A0S8G2Q7	A0A0S8G2Q7_9BACT
A0A167EJC4	A0A167EJC4_9ASCO
A0A1U9ZAW0	A0A1U9ZAW0_9MONI
A0A1U9ZAW4	A0A1U9ZAW4_9MONI
T1B6M5	T1B6M5_9ZZZZ
A0A060BB90	A0A060BB90_9GAMM
A0A094SP50	A0A094SP50_PECCA
A0A1V4CCV8	A0A1V4CCV8_9BURK
A0A2N6CB56	A0A2N6CB56_9DELT
A0A1U9ZAW8	A0A1U9ZAW8_9MONI
A0A1U9ZAX1	A0A1U9ZAX1_9MONI
A0A086EQR3	A0A086EQR3_PECCA
A0A1U9ZAP8	A0A1U9ZAP8_9MONI
A0A1U9ZAQ6	A0A1U9ZAQ6_9MONI
F7SQH7	F7SQH7_9GAMM
C6DIX7	C6DIX7_PECCP
A0A0N1L813	A0A0N1L813_9BRAD
A0A117XL75	A0A117XL75_9BURK
A0A258C2B9	A0A258C2B9_9ALTE
A0A1U9ZAR2	A0A1U9ZAR2_9MONI
A0A1U9ZAT5	A0A1U9ZAT5_9MONI
A0A1F3C668	A0A1F3C668_9DELT
A0A1Z8LMB0	A0A1Z8LMB0_9PROT
A0A2D7AA11	A0A2D7AA11_9PROT
A0A269SI16	A0A269SI16_9BURK
A0A240UFB8	A0A240UFB8_9BURK
A0A0Q0FKV6	A0A0Q0FKV6_PSEVI
A0A1U9ZAU2	A0A1U9ZAU2_9MONI
A0A1Z9B835	A0A1Z9B835_9PROT
A0A1V5YV84	A0A1V5YV84_9BACT
A0A0T6V5Z5	A0A0T6V5Z5_9PSED
A0A1D2X849	A0A1D2X849_9GAMM
A0A124PCH5	A0A124PCH5_9BURK
A0A1C2C6X1	A0A1C2C6X1_9ALTE
J1QF58	J1QF58_9ALTE
R8B628	R8B628_9ALTE
A0A2D5EVU7	A0A2D5EVU7_9DELT
A0A2E0TH97	A0A2E0TH97_9DELT
A0A103RZA2	A0A103RZA2_9BURK
A0A2A9E062	A0A2A9E062_9MICO
A0A0A7P921	A0A0A7P921_9BACT
A0A0D0FNJ2	A0A0D0FNJ2_9BURK
D4HLZ4	D4HLZ4_ALAES
D6MQY7	D6MQY7_UNDPI
A0A118XKV7	A0A118XKV7_9BURK
A0A1H3Y2R5	A0A1H3Y2R5_9GAMM
B3IXD6	B3IXD6_PSECI
A0A104V0T4	A0A104V0T4_9BURK
A0A119BW03	A0A119BW03_9BURK
A0A1B5DEI3	A0A1B5DEI3_9PSED
A0A2N1EFK4	A0A2N1EFK4_PSEFL
A0A1B4LMW1	A0A1B4LMW1_9BURK
A0A104IU82	A0A104IU82_9BURK
A0A219A2E0	A0A219A2E0_9PSED
A0A126VGD4	A0A126VGD4_SERRU
A0A1R1J993	A0A1R1J993_9BURK
A0A0B4BF92	A0A0B4BF92_9RHOB
I4K7Z6	I4K7Z6_PSEFL
A0A1E4PVW5	A0A1E4PVW5_9PROT
A0A0R3LRT8	A0A0R3LRT8_9BRAD
A0A1V2YEA5	A0A1V2YEA5_9FIRM
A0A1Q4GLD3	A0A1Q4GLD3_9PROT
A0A2E3PWX9	A0A2E3PWX9_9RHOB
D6MQX7	D6MQX7_AGACT
A0A196Q8V5	A0A196Q8V5_9ALTE
A0A0P1IG95	A0A0P1IG95_9RHOB
A0A0A2EHG9	A0A0A2EHG9_9PORP
L0MLC4	L0MLC4_9GAMM
D4HM17	D4HM17_9PHAE
A0A1I1X660	A0A1I1X660_9BACT
A0A085TY72	A0A085TY72_9RHOB
A0A0K2J6M7	A0A0K2J6M7_PORGN
A0A1R4DUW6	A0A1R4DUW6_PORGN
A0A212G868	A0A212G868_PORGN
Q7MTX6	Q7MTX6_PORGI
T2N8D1	T2N8D1_PORGN
U2LFT9	U2LFT9_PORGN
A0A257W6C3	A0A257W6C3_9BACT
G6XFX0	G6XFX0_9PROT
A0A158DWY0	A0A158DWY0_9BURK
A0A2C8YZE3	A0A2C8YZE3_9BURK
A0A1Q6TI16	A0A1Q6TI16_9FIRM
E6U6J8	E6U6J8_ETHHY
N1JUC2	N1JUC2_9VIRI
N1JUC9	N1JUC9_9VIRI
N1JUD4	N1JUD4_9VIRI
N1JV28	N1JV28_9VIRI
N1JV40	N1JV40_9VIRI
N1JWA0	N1JWA0_CHACO
N1JWA6	N1JWA6_9VIRI
N1JWB2	N1JWB2_9VIRI
N1K0H1	N1K0H1_9VIRI
N1K0H8	N1K0H8_CHAVU
N1K0I4	N1K0I4_9VIRI
N1K0Z6	N1K0Z6_CHAGO
N1K100	N1K100_9VIRI
N1K105	N1K105_9VIRI
A0A1F9J7W1	OBSOLETE
A0A1H7VS08	A0A1H7VS08_9BRAD
A0A257J3E0	A0A257J3E0_9PROT
A0A0A7HBQ1	A0A0A7HBQ1_9MONI
D5C3P4	D5C3P4_NITHN
W9VFA8	W9VFA8_9GAMM
A0A1I2ME40	A0A1I2ME40_9GAMM
A0A104GJK5	A0A104GJK5_9BURK
A0A1G7YNM0	A0A1G7YNM0_9BACI
A0A1S9NCF8	A0A1S9NCF8_CLOBE
A0A1G9XYS8	A0A1G9XYS8_9BACI
A0A098G3H5	A0A098G3H5_9GAMM
A0A2I0DQZ1	A0A2I0DQZ1_9GAMM
A0A1Y0N9W0	A0A1Y0N9W0_9BURK
A0A059DWL2	A0A059DWL2_9RHOB
A0A1E4P3C4	A0A1E4P3C4_9PROT
A0A1Q4EJU3	A0A1Q4EJU3_9PROT
A0A257HHH1	A0A257HHH1_9RHIZ
A0A1F6FJX3	A0A1F6FJX3_9BACT
D6STA2	D6STA2_9DELT
Q08P31	Q08P31_STIAD
C9YEH7	C9YEH7_9BURK
A0A2N6HWQ8	A0A2N6HWQ8_9BACT
A0A101USF4	A0A101USF4_9ACTN
A0A0J6KV20	A0A0J6KV20_9PSED
A4BRC6	A4BRC6_9GAMM
H6THA7	H6THA7_9LILI
F6KK35	F6KK35_9MARC
S6HZP8	OBSOLETE
A0A0S4L945	A0A0S4L945_9BACT
V5B5K3	V5B5K3_ENTCL
A0A1F4LMF1	A0A1F4LMF1_9BURK
A0A1I4QHF3	A0A1I4QHF3_9PROT
R5Z6R3	R5Z6R3_9FIRM
A0A073IBC3	A0A073IBC3_9PORP
A0A2E9Q5D6	A0A2E9Q5D6_9SPIO
A0A072UJD5	A0A072UJD5_MEDTR
A0A1U7E5Q4	A0A1U7E5Q4_9ENTR
A0A1I2LVT8	A0A1I2LVT8_9CLOT
A0A1F5MFM4	A0A1F5MFM4_9BACT
A0A0Q9ITH2	A0A0Q9ITH2_9BRAD
H6THB1	H6THB1_9LILI
A0A1V2MCI3	A0A1V2MCI3_9FIRM
A0A0G1RG82	A0A0G1RG82_9BACT
Q20IR0	Q20IR0_PSECI
A0A2E6QP20	A0A2E6QP20_9PROT
D4HM32	D4HM32_9PHAE
A0A0Q6W6I6	A0A0Q6W6I6_9BURK
A0LT57	A0LT57_ACIC1
A0A2E6ENN8	A0A2E6ENN8_9RICK
G2J8Y0	G2J8Y0_9BURK
A0A1H1DNP5	OBSOLETE
G2DGP3	G2DGP3_9GAMM
A0A177MIA3	A0A177MIA3_METMH
C5ET45	C5ET45_9FIRM
A0A2E1TKM3	A0A2E1TKM3_9PROT
A0A0P0M052	A0A0P0M052_PINFU
K6B970	K6B970_9BACT
A0A0Q9HHT8	A0A0Q9HHT8_9BRAD
A0A1H8V1K5	A0A1H8V1K5_9EURY
A0A263SGQ4	A0A263SGQ4_PSEFL
A0A1Z9S617	A0A1Z9S617_9EURY
A0A1L8I8D4	A0A1L8I8D4_9BACI
A0A1Y0IAP1	A0A1Y0IAP1_9GAMM
D4HM00	D4HM00_9PHAE
A0A176U9G4	A0A176U9G4_9FIRM
A0A1C6DQZ6	A0A1C6DQZ6_9FIRM
A0A1Q6JPZ5	A0A1Q6JPZ5_9FIRM
D4HM28	D4HM28_9PHAE
A0A2N8N618	A0A2N8N618_9BACT
A0A2N8NHR0	A0A2N8NHR0_9BACT
A0A0P5I3F2	A0A0P5I3F2_9CRUS
A0A0Q7TPP2	A0A0Q7TPP2_9CAUL
A0A2G0W2Y7	A0A2G0W2Y7_9PSED
A0A2K4JCB5	A0A2K4JCB5_9PSED
A0A0Q4G6B2	A0A0Q4G6B2_9BURK
X1HSJ7	X1HSJ7_9ZZZZ
A0A017PKN0	A0A017PKN0_BACFG
A0A173DYG6	A0A173DYG6_9CHLA
A0A1G0JPH5	A0A1G0JPH5_9GAMM
D5CN80	D5CN80_SIDLE
A0A2N8NF21	A0A2N8NF21_9BACT
A0A2N2TCN8	A0A2N2TCN8_9PROT
B2BEP1	B2BEP1_ARACU
H6THA8	H6THA8_9LILI
A0A1W9TCT9	A0A1W9TCT9_9BACT
A0A2G3JQE9	A0A2G3JQE9_9BURK
A0A1V5U3X1	A0A1V5U3X1_9FIRM
Q14EV3	Q14EV3_AGAAU
A0A1U9ZAJ6	A0A1U9ZAJ6_9MONI
G4WXJ8	G4WXJ8_9MONI
A0A151FHH0	A0A151FHH0_9BRAD
A0A1G7XNT6	A0A1G7XNT6_9BRAD
A0A1C1WAG1	A0A1C1WAG1_9PSED
A0A1G6HU35	A0A1G6HU35_9DELT
R5SL34	R5SL34_9FIRM
A0A2H6EYZ5	A0A2H6EYZ5_9BACT
A0A1C3GXG0	A0A1C3GXG0_9PSED
A0A1G4X563	A0A1G4X563_9PSED
A0A1H4IDT0	A0A1H4IDT0_PSEMA
A0A1X7GIG7	A0A1X7GIG7_9PSED
A0A2A9GAL3	A0A2A9GAL3_9PSED
A0A0D4ZZK3	A0A0D4ZZK3_ENTAG
A0A2A5G8M2	A0A2A5G8M2_9RHIZ
A0A1V3NML0	A0A1V3NML0_9GAMM
A0A078KVY6	A0A078KVY6_9GAMM
R6C8M9	R6C8M9_9CLOT
A0A0F9NJI7	A0A0F9NJI7_9ZZZZ
A0A0S8ARE9	A0A0S8ARE9_9BACT
A0A1V5G4W0	A0A1V5G4W0_9BACT
D4HM27	D4HM27_9PHAE
A0A1B4V5B8	A0A1B4V5B8_9GAMM
A0A2H6BDN5	A0A2H6BDN5_9RHIZ
A1E909	A1E909_9CHLO
W1S467	W1S467_9SPHN
A0A0E2LQM3	A0A0E2LQM3_PORGN
B2RLN5	B2RLN5_PORG3
W1RBS0	W1RBS0_PORGN
A0A2M8U4T7	A0A2M8U4T7_9PROT
R6R6W8	R6R6W8_9FIRM
W6J4F0	OBSOLETE
N9TZ71	N9TZ71_9GAMM
A0A2D6JJW5	A0A2D6JJW5_9PROT
M0S629	M0S629_MUSAM
A0A1G7LJ59	A0A1G7LJ59_9ACTN
A0A2E0K6C1	A0A2E0K6C1_9GAMM
Q14EV2	Q14EV2_9SPER
A0A1S1WXT2	A0A1S1WXT2_9NEIS
A0A1E7V2I8	A0A1E7V2I8_9BURK
A0A1E7WEH9	A0A1E7WEH9_9BURK
A0A094ITD0	A0A094ITD0_9GAMM
B2BEP2	B2BEP2_9SPER
A0A1Y0EZ09	A0A1Y0EZ09_9ROSI
A0A1Y0EZ12	A0A1Y0EZ12_9ROSI
A0A1Y0EZ20	A0A1Y0EZ20_QUEAC
B2BEP0	B2BEP0_AGARO
A0A0Q8JIP4	A0A0Q8JIP4_9GAMM
A0A091FDB2	A0A091FDB2_9DELT
A0A2N7PPS2	A0A2N7PPS2_9BACT
A0A124GPJ8	A0A124GPJ8_9GAMM
W4PB50	W4PB50_9BACE
W4PLQ4	W4PLQ4_9BACE
K2AYE3	K2AYE3_9BACT
A1E925	A1E925_9CHLO
A1E926	A1E926_9CHLO
A0A0Q8ICN3	A0A0Q8ICN3_9RHIZ
A0A0G0VAV5	A0A0G0VAV5_9BACT
A0A1B5ETH2	A0A1B5ETH2_9PSED
A0A1Z4VSK7	A0A1Z4VSK7_9GAMM
A0A126YYB2	A0A126YYB2_9MICO
A0A094KHK9	A0A094KHK9_9DELT
A0A2A2GCZ4	A0A2A2GCZ4_9BACT
X1QNH6	X1QNH6_9ZZZZ
A0A1L6I6N2	A0A1L6I6N2_9BURK
A1E900	A1E900_9CHLO
A0A0D5A0I1	A0A0D5A0I1_ENTAG
R0BQU4	R0BQU4_9FIRM
R9YCX9	R9YCX9_ANAPH
C7M211	C7M211_ACIFD
A0A132CJY4	A0A132CJY4_9BURK
R5F4N7	R5F4N7_9CLOT
A0A0Q7WC90	A0A0Q7WC90_9BURK
A0A1D3UFJ3	A0A1D3UFJ3_TANFO
G5L4X1	G5L4X1_SALET
G8ULH7	G8ULH7_TANFA
A0A1X7DZ66	A0A1X7DZ66_PARCY
D6MQY2	D6MQY2_9PHAE
A0A1E4LNW6	A0A1E4LNW6_9CLOT
A0A1C7LJS7	A0A1C7LJS7_9FUNG
A0A1W9EXK7	OBSOLETE
A0A1I5MCY6	A0A1I5MCY6_9BACI
M7A9Y6	M7A9Y6_LEPIR
A8Y6U6	A8Y6U6_9SOLA
A0A1M3MLK7	A0A1M3MLK7_9RHIZ
A0A1H3W408	A0A1H3W408_9GAMM
A0A0C1S081	A0A0C1S081_9DELT
A0A2A2V458	A0A2A2V458_9BRAD
A0A2N2I256	A0A2N2I256_9DELT
A0A257KQD8	A0A257KQD8_9BRAD
A0A2H0LU71	A0A2H0LU71_9BACT
Q1QI47	Q1QI47_NITHX
A0A0M7A6V8	A0A0M7A6V8_9RHOB
A0A292D033	A0A292D033_9PSED
A0P1I7	A0P1I7_LABAI
A0A1J5D3Y8	A0A1J5D3Y8_9BACT
A0A1W6LCT7	A0A1W6LCT7_9BURK
A1E8Z8	A1E8Z8_CHLVU
W0HW88	W0HW88_9GAMM
A0A101SYL2	A0A101SYL2_9ACTN
A0A0S2I2E3	A0A0S2I2E3_9BACT
A0A0Q8YYQ3	A0A0Q8YYQ3_9PSED
A0A2H0VSL9	A0A2H0VSL9_9BACT
A0A265US18	A0A265US18_9FLAO
A0A1V5EFI1	A0A1V5EFI1_9BRAD
A0A0F9NWP6	A0A0F9NWP6_9ZZZZ
A0A0Q5ZZG8	A0A0Q5ZZG8_9BRAD
A0A151FRQ8	A0A151FRQ8_9BRAD
A0A1K1ZTI3	A0A1K1ZTI3_9GAMM
A0A1F9PJR3	A0A1F9PJR3_9DELT
A0A1F9PZK4	A0A1F9PZK4_9DELT
F8L953	F8L953_SIMNZ
D4HM36	D4HM36_9PHAE
U2CDF6	U2CDF6_9BACE
W4PVE1	W4PVE1_9BACE
A0A1I3S0A3	A0A1I3S0A3_9ALTE
A0A2M8RCG4	A0A2M8RCG4_9BRAD
A0A150Z3Z7	A0A150Z3Z7_9BRAD
A0A1C7MAZ6	A0A1C7MAZ6_GRIFR
A0A2L2BEW2	A0A2L2BEW2_9NEIS
A0A0D7NSZ4	A0A0D7NSZ4_9BRAD
A0A0D7Q8S5	A0A0D7Q8S5_9BRAD
A0A0C9LVA1	A0A0C9LVA1_9FUNG
Q1ZZI4	Q1ZZI4_9SOLA
Q2HXW8	Q2HXW8_9SOLA
A0A1Q4GUL5	A0A1Q4GUL5_9PROT
H8Z6N3	H8Z6N3_9GAMM
A0A174EL94	A0A174EL94_CLOSY
A0A1C6H3Q7	A0A1C6H3Q7_9CLOT
A0A2N0KC42	A0A2N0KC42_9CLOT
E7GI63	E7GI63_CLOSY
G5FF30	G5FF30_9CLOT
U2DK85	U2DK85_CLOSY
A0A1W6SQ22	A0A1W6SQ22_9PROT
A0A2K1Y5M6	A0A2K1Y5M6_POPTR
A0A1I4HKG8	A0A1I4HKG8_DESNO
A0A1D9LN00	A0A1D9LN00_9NEIS
A0A1M6W7K0	A0A1M6W7K0_9BRAD
A0A1S1NEZ5	A0A1S1NEZ5_9GAMM
A0A240TV26	A0A240TV26_9BURK
A0A0T2MBU4	A0A0T2MBU4_9RHIZ
A0A290ZVV1	A0A290ZVV1_9GAMM
A0A222F8Q4	A0A222F8Q4_9RHOB
A0A080KM85	A0A080KM85_9GAMM
A0A1Q7BMU4	A0A1Q7BMU4_9PROT
A0A1H5Z9L8	A0A1H5Z9L8_9RHOB
H8Z0Q3	H8Z0Q3_9GAMM
A0A240U583	A0A240U583_9BURK
A0A1D9LEI0	A0A1D9LEI0_9NEIS
U0Z8N0	U0Z8N0_9NEIS
A0A0F7WZL4	A0A0F7WZL4_CHLPN
A0A0N8B2K8	A0A0N8B2K8_9CRUS
A0A2D0IE42	A0A2D0IE42_9BURK
A0A1I2VI12	A0A1I2VI12_9BURK
A0A1L5PB36	A0A1L5PB36_RHIET
A0A2A6J2K7	A0A2A6J2K7_9RHIZ
A0A2A6KYK8	A0A2A6KYK8_9RHIZ
F2A6Z6	F2A6Z6_RHIET
Q8KKY7	Q8KKY7_RHIEC
A0A1H2NHC6	A0A1H2NHC6_9PSED
A0A2N5Z4U0	A0A2N5Z4U0_9BACT
E1R4W7	E1R4W7_SEDSS
F4KLR9	F4KLR9_PORAD
A0A1N7J6P3	A0A1N7J6P3_9GAMM
A0A0E2H9M3	A0A0E2H9M3_9FIRM
A0A0U5JX64	A0A0U5JX64_9CLOT
A0A174FKC6	A0A174FKC6_9FIRM
A0A1C7G582	A0A1C7G582_9FIRM
A8RXX9	A8RXX9_CLOBW
N9XNW3	N9XNW3_9FIRM
R0A045	R0A045_9FIRM
R0A1Q5	R0A1Q5_9FIRM
R0BMA0	R0BMA0_9FIRM
R5EXV4	R5EXV4_9CLOT
R6JIN1	R6JIN1_9CLOT
A0A098R9G3	A0A098R9G3_9GAMM
A0A2N1SGI1	A0A2N1SGI1_9SPIR
A0A098C0G0	A0A098C0G0_9PORP
A0A1G3MVM5	OBSOLETE
A0A2N1RYX6	A0A2N1RYX6_9SPIR
F4ZWU4	F4ZWU4_9CARY
A0A0X8CEZ3	A0A0X8CEZ3_9BRAD
A0A0W0S8A0	A0A0W0S8A0_9GAMM
A0A1R1MLQ4	A0A1R1MLQ4_9BACT
A0A0S2FIX7	A0A0S2FIX7_9GAMM
A0A108U9V3	A0A108U9V3_9GAMM
A0A104NM26	A0A104NM26_BURPY
A0A0D3CIT3	A0A0D3CIT3_BRAOL
A0A258N9I6	A0A258N9I6_9BURK
A0A1I3RRT5	A0A1I3RRT5_9DELT
A0A2E3RYT1	A0A2E3RYT1_9PROT
A0A1N4ZMK1	A0A1N4ZMK1_9MYCO
X0WKP8	X0WKP8_9ZZZZ
A0A2E4VEE6	A0A2E4VEE6_9BACT
S7JZJ2	S7JZJ2_CHLPS
I3Y5M1	I3Y5M1_THIV6
A0A076MKQ3	A0A076MKQ3_PECAT
A0A2N5KCJ5	A0A2N5KCJ5_9BACT
A0A023X9V6	A0A023X9V6_BRAJP
A0A0P5JVM3	A0A0P5JVM3_9CRUS
A0A1M5R071	A0A1M5R071_9GAMM
A0A0E3SKM5	A0A0E3SKM5_METBA
I6PE58	I6PE58_9GAMM
A0A0Q4U7H9	A0A0Q4U7H9_9RHIZ
A0A0Q4X5L9	A0A0Q4X5L9_9RHIZ
A0A165K043	A0A165K043_9BURK
A0A2N2ZAG6	A0A2N2ZAG6_9BACT
A0A235EK17	A0A235EK17_9BURK
A0A0T5XCS3	A0A0T5XCS3_9BACT
A0A267BML3	A0A267BML3_PSEFR
A0A0G0MLD9	A0A0G0MLD9_9BACT
A6F4J4	A6F4J4_9ALTE
A0A1I4HL30	A0A1I4HL30_9ALTE
A0A1Q8GBD7	A0A1Q8GBD7_9ALTE
A0A1W6K879	A0A1W6K879_9ALTE
A0A2D4YKX2	A0A2D4YKX2_9ALTE
A0A1D2WNB4	A0A1D2WNB4_9EURY
A0A2H0B918	A0A2H0B918_9BACT
U7GI36	U7GI36_9RHOB
A0A1C6KVG0	A0A1C6KVG0_9CLOT
A0A0M6Y238	A0A0M6Y238_9RHOB
H6TH99	H6TH99_9LILI
A0A180F8K4	A0A180F8K4_9BACT
A0A1H0EXZ9	A0A1H0EXZ9_9GAMM
A0A1F3GC93	A0A1F3GC93_9BACT
A0A2B0XMY7	A0A2B0XMY7_BACME
A0A1H3PI51	A0A1H3PI51_9PROT
A0A0D6QFB7	A0A0D6QFB7_9DELT
A0A2E6V7M8	A0A2E6V7M8_9ALTE
A0A2A2HR91	A0A2A2HR91_9EURY
A0A202B6Z5	A0A202B6Z5_CHRVL
A0A258FZI7	A0A258FZI7_9BACT
A0A1J5HWC7	A0A1J5HWC7_9PORP
A0A1G2ZN80	A0A1G2ZN80_9BACT
A0A1I1GVR0	A0A1I1GVR0_9BRAD
A0A0F6YSU7	A0A0F6YSU7_9STRA
C7LW71	C7LW71_DESBD
A0A1G3PQQ9	A0A1G3PQQ9_9SPIR
A0A1H8PAC5	A0A1H8PAC5_9PROT
A0A2A6NC12	A0A2A6NC12_9BRAD
A0A1B4VDV6	A0A1B4VDV6_9GAMM
U1I8N7	U1I8N7_9BRAD
A0A2M9TFT5	A0A2M9TFT5_9GAMM
A0A2H5CM08	A0A2H5CM08_9MICO
A0A2E8JQQ6	A0A2E8JQQ6_9BACT
A0A2H5CM07	A0A2H5CM07_9MICO
A0A244DZI2	A0A244DZI2_9BURK
A0A126G1R4	A0A126G1R4_9LILI
A0A2H6F429	A0A2H6F429_9BACT
A0A2N1TPA0	A0A2N1TPA0_9BACT
A0A1H4W651	A0A1H4W651_9BRAD
A0A0E3QWN2	A0A0E3QWN2_METBA
A0A0G3C9K3	A0A0G3C9K3_METBA
O31082	O31082_METBA
A0A1T4WQV2	A0A1T4WQV2_9DELT
I2B1C6	I2B1C6_9SOLA
I2B1C7	I2B1C7_9SOLA
I2B1C9	I2B1C9_NOLHU
I2B1D0	I2B1D0_9SOLA
I2B1D1	I2B1D1_9SOLA
I2B1D2	I2B1D2_9SOLA
I2B1D3	I2B1D3_9SOLA
I2B1D4	I2B1D4_9SOLA
A0A1G2SM06	A0A1G2SM06_9BACT
A0A0Q0SZJ4	A0A0Q0SZJ4_9BURK
A0A1F4E942	A0A1F4E942_9BURK
A0A1F4JKA6	A0A1F4JKA6_9BURK
A0A059G4S1	A0A059G4S1_9RHOB
A0A1W0CPF7	OBSOLETE
A0A285Q3N6	A0A285Q3N6_9ALTE
A0A1B7SQK6	A0A1B7SQK6_9ASCO
A0A1F4GRG2	A0A1F4GRG2_9BURK
A1E906	A1E906_9CHLO
